Deal ID,Companies,Verticals,Company Country/Territory/Region,Year Founded,Company City,HQ Global Sub Region,HQ Global Region,HQ Location,Primary PitchBook Industry Code,Primary PitchBook Industry Group,Primary PitchBook Industry Sector,Deal Date,Time to Exit,Deal Type,Post Valuation,Raised to Date,Description,Investors,Shock_Category,Shock_Subcategory,Causal_Justification
86853-16T,Juno (New York),"Mobile, Mobility Tech, Ridesharing, TMT",United States,2015,New York,North America,Americas,"New York, NY",Automotive,Transportation,Consumer Products and Services (B2C),26-Apr-17,2,Merger/Acquisition,200,30,"Developer of a ride-sharing application intended to serve taxi drivers and customers. The company's ride-sharing application offers competitive pricing and deals and only recruits drivers who have already worked for Uber and Lyft and have high ratings, enabling users with an alternative economic model that is sustainable and also attractive to drivers.",GT Get Taxi Systems(Dave Waiser),Technology Shock,Mobile Platform,"Founded in the post-App Store era; business model leverages mobile distribution, on-demand services, or smartphone capabilities."
94138-48T,Tellgen (SHE: 300642),"Manufacturing, Oncology",China,2003,Shanghai,East Asia,Asia,"Shanghai, China",Diagnostic Equipment,Healthcare Devices and Supplies,Healthcare,21-Apr-17,14,IPO,314.53,81.63,"Tellgen Corp manufactures and distributes in vitro diagnostic devices for detection of tumor. Its products include tumor marker, human papillomavirus, real time PCR, DNA methylation, autoimmune antibody, infectious disease and others. The company has developed products in the fields of tumor detection, cervical cancer screening, DNA methylation detection, male infertility and prenatal and postnatal care. Its products include tumor marker series products, human papillomavirus series products, Y chromosome microdeletion detection products, real time PCR, autoimmune antibody, and others.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
172971-91T,Kanghui (SHG: 603139),Manufacturing,China,2009,Xianyang,East Asia,Asia,"Xianyang, China",Pharmaceuticals,Pharmaceuticals and Biotechnology,Healthcare,21-Apr-17,8,IPO,211.32,70.69,"Shaanxi Kanghui Pharmaceutical Co Ltd is engaged in research, development, production and sales of pharmaceutical products. It manufactures tablets, capsules, granules, oral liquids for respiratory and cold diseases, gynecological, orthopedic diseases.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
86521-42T,Moat,"AdTech, SaaS, TMT",United States,2010,New York,North America,Americas,"New York, NY",Business/Productivity Software,Software,Information Technology,18-Apr-17,7,Merger/Acquisition,850,68.04,"Developer of a cloud-based marketing analytics platform designed to measure and drive customer attention. The company's actionable marketing analytics platform measures attention analytics and digital video advertisement impressions in real time, enabling brands and publishers to measure advertising effectiveness and content engagement to drive customer attention.",Oracle (NYS: ORCL)(Eric Roza),Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
86979-61T,Automatic Labs,"Industrials, Mobile, Mobility Tech, SaaS, TMT",United States,2011,San Francisco,North America,Americas,"San Francisco, CA",Application Software,Software,Information Technology,18-Apr-17,6,Merger/Acquisition,108.56,32,"Provider of a driving assistant application designed to connect cars on the road to the internet and empower drivers with knowledge about themselves and their cars. The company's proprietary Automatic Pro and Automatic Lite connected car adapters provide vehicle diagnostic alerts, emergency crash assistance, fuel monitoring, access to parking information, live vehicle location tracking, enabling vehicle owners to be safer and drive smarter.",Sirius XM Holdings (NAS: SIRI)(James Meyer),Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
102038-23T,Fibocom (SHE: 300638),"CleanTech, Internet of Things, TMT",China,1999,Shenzhen,East Asia,Asia,"Shenzhen, China","Computers, Parts and Peripherals",Computer Hardware,Information Technology,13-Apr-17,18,IPO,121.31,58.33,"Fibocom Wireless Inc is a Chinese wireless communication module and solutions provider. It is focused on the development of the Internet of Things (IoT) and consumer electronics. The company brand products cover LTE, NB-IoT/eMTC, HSPA, GSM/GPRS wireless communication modules and solutions. Through IoT, the company offers solutions such as wireless payment, car networking, security monitoring, mobile internet, and smart grid.",,Institutional & Regulatory Shock,WTO Market Opening (China),Chinese tech startup founded proximate to China's WTO accession; business model leveraged newly opened domestic market and foreign capital.
84753-73T,Yext (NYS: YEXT),"SaaS, TMT",United States,2006,New York,North America,Americas,"New York, NY",Media and Information Services (B2B),Commercial Services,Business Products and Services (B2B),13-Apr-17,11,IPO,940.38,232.37,"Yext Inc provides a knowledge engine platform that lets businesses manage their digital knowledge in the cloud and sync it to approximately 200 services including Apple Maps, Bing, Cortana, Facebook, Google, Google Maps, Instagram, Siri and Yelp. Digital knowledge is the structured information that a business wants to make publicly accessible. The company also makes search intelligent by helping to provide precise, accurate and current answers to location-based queries that are conducted across the web and mobile applications and voice and artificial intelligence, or AI, engines. The company derives the majority of its revenues from subscription services. Geographically, the company generates a majority of its revenue from North America and the rest from International markets.",,Technology Shock,Cloud Computing,Founded after the AWS S3/EC2 launch; business model relies on cloud infrastructure to eliminate capital expenditure on physical servers.
84736-72T,Tocagen,"Life Sciences, Oncology",United States,2007,San Diego,North America,Americas,"San Diego, CA",Drug Discovery,Pharmaceuticals and Biotechnology,Healthcare,13-Apr-17,10,IPO,185.02,209.17,"Tocagen Inc is a clinical-stage, cancer-selective gene therapy company. It is focused on developing product candidates designed to activate a patient's immune system against their own cancer from within. The company's cancer-selective gene therapy platform is built on retroviral replicating vectors, or RRVs, which are designed to selectively deliver therapeutic genes into the DNA of cancer cells. Tocagen is developing product candidate, Toca 511 and Toca FC, for the treatment of recurrent high grade glioma, or HGG, a brain cancer with limited treatment options, low survival rates and, therefore, a significant unmet medical need. Geographically, the activities are carried out through United States.",,Scientific Breakthrough,Human Genome Project,"Founded post-Human Genome Project completion; business model enabled by genomic data availability, plummeting sequencing costs, or computational biology capabilities."
84985-12T,Netshoes,"E-Commerce, TMT",Brazil,2000,Sao Paulo,South America,Americas,"Sao Paulo, Brazil",Internet Retail,Retail,Consumer Products and Services (B2C),12-Apr-17,17,IPO,556.65,469.78,"Operator of a sports and lifestyle e-commerce platform designed to facilitate online retail of athletic and fashion products. The company offers desktop and mobile websites and applications across regional online storefronts, enabling sports and fashion consumers to purchase apparel, footwear, and related goods through a structured digital interface.",,Technology Shock,World Wide Web,Founded in the WWW commercialisation window; core business model enabled by the public release of web protocols.
119627-56T,Zhejiang Yangfan New Materials Company (SHE: 300637),Manufacturing,China,2002,Hangzhou,East Asia,Asia,"Hangzhou, China",Specialty Chemicals,Chemicals and Gases,Materials and Resources,12-Apr-17,15,IPO,174.45,43.61,"Yangfan New Materials (Zhejiang) Co Ltd formerly, Zhejiang Yangfan New Materials Co Ltd is engaged in research and development, manufacture and sales of UV curing products, sulfur-containing fine chemicals, and related new materials. Its product line includes phosphorous acid, hydrobromic acid, the photoinitiator, and more.",,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
155612-17T,Telink Semiconductor (SHG: 688591),"Internet of Things, TMT",China,2010,Shanghai,East Asia,Asia,"Shanghai, China",Production (Semiconductors),Semiconductors,Information Technology,12-Apr-17,7,Merger/Acquisition,326.27,,"Telink Semiconductor (Shanghai) Co Ltd is a professional integrated circuit design company. It is mainly engaged in the research and development, design and sales of wireless Internet of Things system-level chips, focusing on the frontier of wireless Internet of Things chips.",Zhongyu Investment,Other,N/A,No shock catalyst matched both causal and temporal validation criteria.
